latitude,longitude,acq_date,brightness,frp,confidence
-15.4841,125.9859,2019-11-02,332.8,12.1,44
-30.7473,119.6961,2019-12-14,346.2,152.4,65
-26.3545,150.7466,2019-08-26,318.9,16.5,73
-28.9107,152.3251,2019-09-16,337.7,34.3,87
-15.7324,136.4366,2019-11-14,328.8,15.2,42
-16.447,137.648,2019-12-23,310.3,6.2,36
-15.3518,134.4818,2019-07-04,341.1,46.9,89
-14.9028,131.5015,2019-11-21,337.4,67.7,74
-32.6784,150.8716,2019-12-31,330.7,18.9,68
-32.907,150.6201,2019-12-19,348.7,62.1,93
-22.0954,116.3407,2019-10-24,366.0,358.5,100
-23.1034,150.6278,2019-11-11,309.7,22.2,70
-32.7553,120.1757,2019-12-15,364.3,99.2,100
-14.8211,133.0577,2020-01-20,328.0,131.4,70
-34.9627,138.9215,2019-12-20,337.2,23.6,56
-16.0308,144.4382,2019-09-04,323.7,12.7,72
-23.6484,148.9919,2020-03-20,304.5,16.9,60
-32.9408,124.2155,2020-02-09,323.9,116.2,47
-31.3613,123.6751,2019-11-10,394.7,801.3,100
-14.4586,142.0006,2019-07-26,333.6,24.7,85
-29.2342,152.8445,2019-11-24,323.0,20.2,99
-13.776,130.7313,2019-07-13,319.1,5.5,35
-25.4105,149.1851,2020-01-01,319.4,18.2,77
-12.3417,132.8083,2019-12-20,350.2,47.7,94
-29.8283,152.1443,2019-09-15,327.8,56.9,56
-25.1278,149.2972,2019-12-13,338.7,18.0,60
-13.1317,143.1724,2019-12-25,323.6,75.3,75
-13.1918,134.7168,2019-07-12,312.0,33.1,48
-33.1291,150.7577,2019-11-15,333.1,23.4,58
-31.3608,151.8622,2019-12-15,338.4,84.3,100
-32.7864,150.3073,2019-12-15,306.8,14.0,54
-35.792,149.8478,2020-01-31,328.9,16.7,36
-13.4048,135.6732,2019-12-05,350.2,47.6,92
-29.2523,152.1101,2019-12-22,338.2,46.9,82
-12.8644,131.6469,2019-08-14,327.9,11.3,36
-37.3512,149.3085,2020-01-15,334.4,42.6,84
-35.8332,148.7636,2020-01-04,444.9,631.7,100
-12.3433,136.6314,2019-10-12,325.3,38.7,32
-35.1754,150.0666,2019-12-30,357.4,74.4,93
-37.4932,149.3993,2020-01-03,325.2,21.3,68
-14.4575,127.6242,2019-12-16,377.5,122.9,100
-13.8906,136.6936,2019-10-09,324.6,47.0,64
-30.5437,150.9821,2020-01-04,332.8,14.5,61
-15.4047,143.892,2019-11-16,332.0,14.2,48
-12.3509,136.4728,2019-09-30,333.6,61.4,81
-29.3421,152.0365,2019-12-17,322.9,99.7,100
-23.3491,150.5648,2019-09-11,325.7,28.7,77
-14.9987,143.2534,2019-07-03,326.1,19.1,75
-13.034,134.7907,2019-06-18,314.9,10.0,57
-30.3592,150.166,2019-11-20,307.3,14.7,62
-35.5309,148.9344,2020-02-01,365.8,91.5,100
-12.7037,135.2054,2019-06-29,322.8,10.9,58
-34.2919,149.9873,2019-12-31,318.1,23.9,30
-28.4919,152.3922,2019-12-07,392.8,193.3,100
-28.1718,152.3565,2019-10-05,332.2,23.8,81
-14.114,133.585,2019-10-19,367.8,92.3,100
-12.6663,131.2861,2019-09-15,335.2,13.0,78
-37.1459,149.9633,2020-01-15,353.0,83.0,91
-37.055,147.1893,2020-01-03,351.8,168.1,96
-13.0989,142.9619,2019-11-24,329.5,13.7,46
-14.1816,129.8167,2019-08-29,313.9,18.3,88
-13.3344,134.6184,2019-10-16,342.0,19.0,81
-30.7915,152.4904,2019-11-14,305.7,17.2,65
-28.3404,128.6246,2019-10-05,341.3,213.5,87
-11.678,132.9455,2019-07-24,345.1,70.2,93
-29.8241,152.5192,2019-11-08,325.7,20.8,65
-31.0646,152.597,2019-11-21,303.7,11.6,52
-32.0443,151.4188,2020-01-01,335.2,38.8,77
-37.7835,146.2968,2020-03-31,380.5,161.6,100
-36.2708,149.5359,2020-01-31,309.5,10.3,68
-15.9572,136.1209,2019-07-14,309.0,11.5,37
-31.0163,151.1413,2019-11-22,364.0,80.8,100
-34.3847,148.3312,2020-03-13,321.9,16.8,71
-31.3378,151.2486,2019-06-26,300.3,5.7,31
-15.0229,131.2791,2019-11-18,310.6,15.6,76
-14.0831,130.9764,2019-10-20,342.4,45.5,66
-34.3757,118.1365,2019-12-28,317.9,11.2,72
-27.7297,130.7654,2019-11-05,348.4,38.5,90
-11.7308,130.4463,2019-07-20,325.3,14.8,39
-12.7767,143.3429,2019-08-31,349.8,69.1,95
-25.1645,149.321,2019-12-16,334.1,87.7,69
-31.2625,152.5307,2019-11-09,309.3,87.9,66
-13.7282,130.6887,2019-09-09,304.6,14.8,61
-37.3178,149.135,2020-01-04,340.4,47.5,100
-37.5616,148.184,2019-12-30,316.4,6.8,93
-16.2391,125.9839,2019-08-11,319.2,54.7,41
-19.4965,143.9549,2019-09-10,343.3,192.7,92
-32.4807,119.6409,2020-02-08,325.4,165.9,81
-37.275,148.5331,2019-12-20,310.7,24.1,40
-33.1824,116.2011,2019-12-15,336.7,56.4,92
-32.6848,150.2712,2019-12-19,396.8,251.3,100
-37.5958,148.7737,2020-01-01,353.9,72.2,100
-32.6954,150.3622,2019-12-05,317.2,25.0,95
-28.434,129.2243,2019-12-29,357.2,205.7,98
-24.8712,147.7492,2020-01-01,331.6,55.3,61
-15.0375,130.3706,2019-07-24,318.5,6.4,36
-37.2614,148.5907,2019-12-30,330.1,27.4,80
-37.3566,149.1631,2020-01-09,312.1,14.9,84
-26.4627,153.0461,2019-12-18,319.0,23.4,98
-15.7815,126.9192,2019-10-08,340.5,38.6,80
-29.2308,153.0379,2019-11-20,379.0,241.2,100
-12.9058,130.5656,2019-09-17,304.0,8.1,49
-20.3192,145.0676,2019-11-19,337.2,21.9,51
-26.3931,152.423,2019-12-20,316.1,11.8,43
-16.6461,138.0936,2020-03-16,322.5,25.6,34
-33.3101,150.094,2019-12-17,316.9,16.0,55
-32.7475,151.0223,2019-12-25,317.8,14.8,72
-34.0965,150.0236,2019-12-18,347.7,59.1,100
-30.6833,152.0489,2019-12-10,307.3,40.2,53
-34.0429,150.2303,2019-11-28,341.3,44.1,87
-12.8672,133.6514,2019-12-15,353.9,72.2,96
-28.7385,152.4854,2019-12-06,347.9,77.7,100
-15.2424,143.8916,2019-12-01,337.7,37.4,53
-37.2661,149.8449,2020-01-11,358.5,83.4,99
-28.7824,148.1593,2019-08-29,318.9,6.6,59
-14.0619,141.7986,2019-07-23,339.9,95.7,90
-32.724,150.1863,2019-12-21,335.9,58.6,98
-11.6194,142.4588,2019-11-26,348.7,50.1,93
-14.0985,131.2152,2019-10-14,321.2,17.6,100
-22.3699,150.5843,2019-10-09,327.6,25.0,59
-16.9902,142.996,2019-09-08,338.9,139.2,67
-30.2781,120.605,2019-11-19,382.4,1076.7,92
-15.2703,131.458,2019-10-02,355.2,352.1,96
-12.6262,143.0898,2019-07-19,323.8,17.6,76
-19.0423,144.5555,2019-11-09,332.0,57.8,100
-14.6269,132.0475,2019-07-19,320.9,55.8,41
-30.6536,151.2758,2019-07-24,307.1,7.4,65
-15.219,126.8295,2019-10-21,344.4,85.7,100
-24.46,128.8595,2019-12-28,347.4,52.8,89
-14.6044,126.3746,2019-11-21,332.5,97.3,65
-15.5207,125.0959,2019-11-25,313.6,7.4,56
-11.4139,130.3192,2019-06-29,318.7,18.4,62
-24.5917,151.5947,2019-11-30,342.6,44.8,88
-26.5505,151.0715,2019-08-14,318.9,25.4,73
-31.3306,152.2334,2019-11-10,303.2,7.5,54
-13.2573,133.5218,2019-06-07,322.5,55.2,58
-15.2619,129.7371,2020-03-29,322.8,6.2,39
-12.1259,135.6765,2019-08-30,338.0,40.5,60
-37.6637,148.9359,2020-01-31,322.9,11.3,34
-33.593,150.3566,2019-12-18,349.2,75.6,93
-21.1002,118.8875,2019-09-09,332.7,33.6,72
-14.4363,144.2551,2019-08-17,320.3,19.7,39
-15.4968,135.0937,2019-09-30,340.1,20.6,82
-14.3712,127.5399,2019-12-15,332.9,11.0,73
-36.0099,149.3516,2020-01-25,472.6,1885.9,100
-14.9442,141.6476,2019-08-31,362.5,168.0,75
-32.7452,122.1983,2020-01-28,309.8,13.8,73
-11.9881,135.6627,2019-11-13,334.1,19.5,77
-29.2746,152.9903,2019-11-22,331.5,133.8,73
-35.3959,149.5337,2019-11-27,323.3,30.8,76
-14.1025,129.7155,2019-06-04,324.9,28.9,47
-33.1449,150.3385,2019-11-13,337.2,31.7,59
-13.94,135.5972,2019-12-26,353.5,147.1,96
-14.4831,130.4503,2019-06-24,328.2,20.6,81
-37.2133,149.1965,2020-01-31,394.2,446.2,100
-13.0589,131.089,2019-06-22,333.3,63.2,84
-13.6654,130.229,2019-07-20,331.2,18.1,64
-27.2589,152.2889,2019-11-25,333.7,48.9,73
-25.9824,151.4891,2019-12-16,326.9,46.6,100
-30.9828,152.0979,2019-11-06,329.2,91.6,100
-37.2099,149.1345,2020-01-26,325.1,71.5,56
-31.5343,149.5225,2020-03-13,328.4,21.8,82
-34.3491,150.3508,2020-01-01,347.3,90.2,92
-31.9332,122.3914,2019-10-22,320.0,29.2,31
-31.6548,152.3567,2019-11-12,337.9,60.3,100
-11.898,132.9306,2019-06-26,322.5,15.2,63
-21.2442,123.4621,2019-07-17,311.9,13.7,60
-29.9083,152.1201,2019-12-04,334.0,36.6,100
-29.4975,150.1849,2019-09-11,318.4,7.4,51
-15.2401,144.6694,2019-08-27,326.4,20.2,34
-13.3606,132.4063,2019-09-26,330.1,20.8,68
-19.5309,146.4592,2019-10-12,330.0,60.7,70
-15.4163,131.0169,2019-08-09,328.8,42.7,50
-30.1762,150.0632,2019-12-16,342.5,51.1,80
-11.7094,133.0627,2019-07-19,336.5,137.6,86
-33.7829,150.2571,2019-12-14,355.3,77.7,97
-15.7586,128.2866,2019-09-08,329.9,30.3,69
-37.368,149.9023,2020-01-11,324.8,21.5,78
-14.1517,131.3696,2019-11-21,306.4,35.1,53
-33.2129,150.0695,2019-12-21,363.0,234.3,100
-37.3974,149.1316,2020-01-01,345.7,51.2,100
-36.9933,149.346,2020-02-01,359.6,154.5,99
-16.125,136.2172,2019-07-08,334.3,23.0,82
-35.161,150.0542,2019-12-30,311.6,14.6,79
-15.3463,126.5428,2019-10-05,308.2,11.8,70
-14.9198,141.8676,2019-10-06,328.6,119.3,77
-36.0559,142.0526,2020-03-20,328.2,16.0,79
-30.0011,151.9256,2019-12-05,303.0,10.1,52
-12.9639,142.6186,2019-07-27,331.7,32.3,54
-18.0527,145.9333,2019-07-18,318.1,16.4,76
-29.1914,151.5927,2019-11-07,325.5,4.1,33
-14.1149,143.3264,2019-08-08,315.0,11.8,30
-32.3069,121.7298,2019-12-19,302.8,12.1,52
-22.6238,150.1993,2019-11-30,330.7,21.1,57
-33.0566,141.0549,2019-10-06,332.1,66.0,80
-15.8295,136.1404,2019-07-15,329.2,17.4,78
-11.783,142.2709,2019-09-25,346.6,91.8,93
-31.7091,151.9749,2019-11-12,331.3,51.3,100
-33.4711,150.2584,2019-12-18,348.3,70.8,92
-27.348,128.9914,2019-11-10,311.1,11.6,82
-32.9885,149.9779,2019-12-29,339.7,40.0,86
-30.9125,151.9868,2019-11-09,348.5,170.8,94
-33.0192,150.5524,2019-11-14,334.3,47.6,84
-12.8238,132.2002,2019-07-15,337.4,39.1,87
-31.8041,116.1031,2020-03-02,317.6,18.9,69
-32.5867,121.9625,2020-01-05,451.3,828.4,100
-12.7858,135.2799,2019-07-14,328.1,26.3,82
-19.0308,143.697,2019-12-22,311.0,49.3,80
-32.6046,150.3501,2019-12-05,352.8,49.4,95
-18.637,124.3836,2019-11-22,414.4,640.0,100
-16.2315,136.4901,2019-08-27,338.6,32.7,64
-32.1981,121.3967,2019-12-18,393.5,1708.3,100
-35.9016,148.0338,2020-01-11,472.1,1050.0,100
-13.0382,134.8824,2019-07-24,322.2,15.2,69
-32.6826,150.5685,2019-12-09,312.2,9.5,77
-25.5062,150.4851,2019-10-27,327.8,6.8,37
-36.0303,149.8687,2019-12-30,342.2,62.8,100
-14.0795,126.7578,2019-07-08,335.0,29.8,86
-26.5407,152.2204,2019-11-12,328.3,17.5,44
-11.692,133.0749,2019-07-20,359.7,95.5,99
-32.0151,149.0377,2020-01-23,414.5,354.7,100
-31.2185,124.1469,2019-11-05,345.5,60.7,89
-16.988,141.153,2019-12-08,336.3,16.2,73
-17.4779,142.7151,2019-12-07,317.7,9.8,66
-31.9221,121.4129,2020-01-07,345.0,25.7,87
-36.0618,149.4636,2020-01-30,344.5,61.9,88
-16.0663,143.0524,2019-12-21,338.8,35.2,80
-16.5233,137.7426,2019-12-18,312.5,15.7,82
-14.4065,130.4585,2019-06-20,341.3,51.7,83
-13.9124,129.8304,2019-08-31,334.7,117.6,81
-28.5555,149.8393,2019-09-18,331.5,19.9,78
-23.0779,148.4219,2019-11-13,335.6,18.3,59
-30.1399,152.5032,2019-11-21,329.8,20.6,77
-30.6399,152.4441,2019-12-06,336.8,52.8,100
-14.2526,132.8637,2019-09-03,342.8,40.0,89
-16.6802,122.9782,2019-06-29,301.7,5.3,44
-36.3565,147.7377,2020-01-11,318.5,49.9,41
-15.899,126.5296,2019-10-15,338.3,13.4,62
-30.7506,119.6717,2019-12-15,350.6,67.3,90
-14.0589,129.934,2019-07-11,337.0,28.7,85
-35.514,148.8421,2020-02-04,324.4,29.5,100
-18.5326,145.8807,2019-11-10,330.1,17.0,68
-12.4253,134.759,2019-07-27,319.1,19.6,54
-29.9331,152.4325,2019-11-08,317.1,52.0,57
-36.0445,149.5017,2020-01-31,334.4,29.1,78
-34.4544,117.0141,2019-07-30,340.8,180.5,92
-31.0118,152.2122,2019-11-04,325.4,26.4,35
-14.0461,130.9107,2019-10-21,333.3,35.4,39
-25.4133,148.3158,2019-10-18,305.5,23.2,65
-16.323,124.0634,2019-11-30,332.1,17.3,74
-14.1239,130.0959,2019-08-28,340.3,23.8,84
-14.7353,127.6314,2019-07-11,346.7,152.1,93
-35.6215,148.9661,2020-01-28,388.1,1344.1,100
-16.5389,124.8579,2019-09-29,344.4,65.4,89
-13.0819,141.9048,2019-10-19,329.1,51.5,73
-37.2363,148.4696,2019-12-20,336.4,49.6,41
-17.7082,122.3211,2019-11-03,350.1,38.6,70
-15.2505,143.2245,2019-12-20,328.0,19.5,64
-36.9693,149.3888,2020-02-01,332.3,17.0,53
-13.8885,132.5212,2019-06-01,322.9,12.5,63
-36.6102,148.0536,2020-01-11,322.4,23.4,100
-11.3501,132.4011,2019-09-14,329.0,146.9,63
-15.736,144.1117,2019-11-23,304.6,4.3,53
-34.181,150.1685,2019-12-09,360.8,93.8,100
-28.4873,127.8712,2019-10-31,354.5,103.0,52
-34.2505,150.4023,2019-12-29,315.8,22.9,67
-15.0446,128.7065,2019-12-06,357.2,60.5,98
-16.7501,125.1756,2019-11-21,360.9,58.7,100
-33.7614,122.5574,2019-08-12,304.4,16.6,59
-29.2099,152.7276,2019-12-05,378.0,161.3,100
-25.789,126.8221,2019-10-12,360.4,61.4,100
-12.8882,130.5472,2019-09-15,376.8,139.1,100
-22.3789,117.3209,2019-11-06,343.1,16.9,57
-37.0916,147.0935,2020-01-02,362.8,90.9,100
-27.2787,128.9091,2019-11-02,376.7,346.4,100
-17.0955,137.8267,2019-12-17,334.6,55.6,74
-30.7087,119.7355,2019-12-11,351.2,54.4,95
-12.7261,142.1304,2019-10-06,337.8,26.3,85
-35.72,148.9059,2020-02-01,352.2,53.5,95
-14.2456,143.6258,2019-10-09,337.8,27.3,72
-32.4552,123.4533,2019-12-29,331.6,88.4,100
-13.0874,132.2461,2019-06-22,348.1,94.6,94
-31.666,152.1929,2019-11-12,323.1,62.6,100
-17.1101,143.1688,2019-09-11,327.6,13.4,62
-31.5527,151.6483,2019-12-21,343.2,30.3,72
-13.8366,129.7886,2019-06-19,343.7,318.8,86
-15.8166,130.0607,2019-11-20,345.1,32.7,67
-13.0366,134.3026,2019-07-04,333.9,41.6,85
-12.7829,136.1111,2019-10-19,367.7,92.7,100
-27.9282,123.1841,2019-09-12,341.5,45.2,85
-14.2019,130.2054,2019-07-24,311.6,20.3,75
-35.9981,149.3297,2020-01-25,312.9,90.8,80
-14.361,130.7894,2019-10-21,346.9,153.7,75
-11.7554,131.0859,2019-10-23,331.5,16.0,66
-32.9399,151.1802,2019-12-03,329.7,26.7,47
-32.5919,150.3566,2019-12-06,336.0,28.4,80
-31.7283,151.9872,2019-11-10,351.8,68.0,95
-19.623,146.5595,2019-08-09,320.8,56.3,54
-31.1571,147.6111,2019-08-20,327.6,21.6,82
-27.4983,150.8247,2019-09-06,317.3,25.0,42
-33.9861,150.3377,2019-12-02,320.6,19.4,80
-11.7924,142.085,2019-08-01,319.3,11.3,71
-35.8184,149.6981,2020-02-01,356.3,68.4,97
-15.2738,130.3743,2019-08-11,321.5,71.6,53
-24.5562,151.5603,2019-11-28,354.1,65.6,96
-29.5047,152.1631,2019-12-16,340.8,33.8,58
-32.3536,123.2858,2019-12-22,334.1,57.5,44
-31.5434,152.0318,2019-12-05,349.9,80.5,100
-11.7462,130.4899,2019-06-20,353.4,85.4,97
-31.6039,123.9759,2019-11-10,389.1,176.6,100
-20.0026,146.4688,2019-07-12,315.6,9.3,69
-12.6473,131.0485,2019-08-11,325.8,12.0,71
-34.9333,150.1264,2019-12-29,324.4,46.0,100
-33.9476,116.7705,2019-08-27,355.1,99.3,98
-14.421,126.6642,2019-09-02,359.8,75.7,99
-30.1826,150.0664,2019-12-17,311.2,8.7,72
-32.6931,142.8317,2019-07-23,303.7,14.9,56
-14.2955,143.6421,2019-09-27,320.1,16.0,100
-28.3764,152.6772,2019-11-16,363.3,139.9,100
-14.8288,141.6367,2019-08-20,326.0,10.5,59
-30.9566,151.9463,2019-11-08,311.0,87.5,48
-28.1394,152.2391,2019-12-04,324.1,22.3,100
-32.8447,150.1832,2019-12-17,325.4,25.8,50
-37.4573,147.5874,2019-12-07,303.8,7.3,35
-12.3179,134.6903,2019-08-11,323.1,13.0,70
-32.7006,150.2269,2019-12-27,305.0,39.7,48
-14.6396,143.3572,2019-07-14,314.4,8.3,53
-34.7008,150.188,2020-01-04,366.3,449.2,100
-35.6863,148.2572,2020-01-04,369.1,95.9,100
-12.1264,132.8962,2019-09-12,350.6,48.9,94
-32.6558,150.9604,2020-01-04,314.6,9.1,87
-35.2564,150.1739,2019-12-21,333.3,23.1,64
-27.0042,151.0105,2019-11-10,312.1,23.0,84
-30.3633,150.8505,2019-12-07,452.6,855.1,100
-27.2772,152.0835,2019-06-23,303.1,5.9,50
-18.0424,145.4797,2019-12-20,335.9,33.3,82
-16.7362,122.8702,2019-07-16,329.8,22.0,79
-27.2494,152.1114,2019-11-19,320.3,28.6,100
-36.0065,149.3429,2020-01-26,307.8,54.4,73
-35.5093,149.9126,2019-12-21,376.2,137.6,100
-15.6741,144.0396,2019-11-14,328.4,24.0,100
-19.9051,144.2087,2020-01-11,350.1,38.5,89
-28.8631,124.6213,2019-12-17,338.4,20.3,80
-15.6269,143.8131,2019-11-09,327.7,13.9,53
-33.6049,150.2854,2019-12-28,334.7,20.5,74
-30.1347,150.3246,2019-12-13,304.0,19.3,58
-16.2822,145.2815,2019-11-17,346.3,52.7,91
-32.7489,150.2848,2019-12-10,358.8,97.0,99
-16.7939,124.7727,2019-10-03,316.2,17.1,92
-32.2652,146.1601,2020-01-09,346.7,31.4,88
-30.0841,152.2852,2019-09-07,364.8,136.3,100
-35.2708,150.1259,2019-12-19,345.1,202.6,100
-13.7046,130.4223,2019-12-10,327.7,15.2,45
-31.1956,123.8315,2019-11-10,320.8,51.1,100
-29.2767,152.1931,2019-12-19,312.1,9.8,70
-12.5999,134.5582,2019-09-01,342.0,26.6,87
-23.3409,125.8501,2020-02-11,333.0,53.3,72
-37.4818,147.4923,2020-01-14,331.7,127.2,100
-16.2214,143.942,2020-01-13,326.3,55.4,70
-13.0065,132.5038,2019-07-18,320.0,16.1,49
-29.4649,152.2784,2019-12-16,362.3,83.4,100
-31.8285,146.4857,2019-06-17,361.1,86.0,100
-27.929,123.2062,2019-09-12,329.9,17.0,64
-13.0446,134.2721,2019-07-31,324.1,11.3,68
-11.4154,131.3199,2019-06-23,324.9,41.2,61
-17.875,145.3424,2020-01-15,337.6,29.4,85
-36.2123,149.4407,2020-01-26,321.1,47.5,48
-13.5068,131.2952,2019-07-11,324.4,10.5,49
-32.3473,119.4536,2020-02-07,346.1,75.2,84
-31.1011,151.9509,2019-11-19,322.4,27.8,100
-22.121,116.5032,2019-10-25,398.6,476.1,100
-32.6041,150.6481,2019-12-30,331.8,16.7,58
-19.8037,143.7264,2020-01-05,315.0,38.1,90
-37.372,148.9853,2020-01-30,306.8,17.3,69
-14.9069,127.2134,2019-11-04,305.2,3.6,63
-28.335,129.2887,2019-12-26,344.7,114.7,51
-16.6157,137.8549,2019-12-23,331.9,27.2,100
-11.7496,130.5412,2019-06-06,329.0,26.4,82
-11.8562,142.2451,2019-10-03,322.6,41.1,65
-11.3544,132.4589,2019-09-14,361.6,107.3,100
-34.9313,117.5055,2019-11-06,349.6,61.3,95
-18.4872,126.8198,2020-02-20,339.9,102.5,87
-24.8709,148.8015,2020-02-19,304.9,5.4,49
-29.7851,152.4084,2019-10-08,312.6,11.6,85
-35.9374,148.2948,2020-01-04,401.6,241.9,100
-15.7744,145.081,2019-11-19,339.6,27.4,85
-31.0328,151.9551,2019-11-13,381.5,176.0,100
-11.4777,142.2434,2019-10-17,325.7,43.5,67
-29.6062,152.5221,2019-11-08,309.4,9.4,77
-22.2103,117.2269,2019-12-20,342.8,44.7,84
-19.7785,139.4756,2020-02-16,346.5,56.7,100
-33.8158,150.2551,2019-12-14,448.6,796.9,87
-34.6343,117.198,2019-11-26,366.0,301.8,100
-27.4253,150.8831,2019-12-16,347.1,38.3,85
-30.9523,124.1097,2019-11-18,332.2,110.7,37
-31.438,123.9636,2019-10-30,357.7,96.8,98
-32.9601,150.3019,2019-12-05,455.5,775.5,100
-28.0156,148.2017,2019-08-01,335.3,56.0,84
-37.2698,149.1561,2020-01-11,376.6,141.1,100
-30.6344,123.4662,2019-12-29,312.3,18.8,61
-36.0228,149.9034,2019-12-30,368.3,208.0,100
-37.4258,149.2062,2020-01-13,320.0,21.0,100
-15.5295,127.8307,2019-08-17,329.8,13.3,43
-13.9134,133.7085,2019-06-03,312.5,10.5,52
-35.8562,149.7104,2020-02-01,324.9,33.0,100
-30.9278,151.9634,2019-11-09,376.4,433.7,100
-17.2655,143.0055,2019-12-25,352.6,46.6,95
-31.7796,152.168,2019-11-12,331.1,20.0,77
-13.1862,131.9019,2019-08-03,326.7,24.5,77
-31.2854,152.1857,2019-11-08,357.7,176.8,98
-33.807,122.5628,2019-06-25,310.4,26.1,70
-22.2788,150.1097,2020-01-10,329.5,24.4,72
-30.2214,150.1218,2019-10-24,338.4,43.7,100
-30.786,152.3539,2019-11-12,333.6,14.6,65
-31.5988,152.1341,2019-12-29,319.9,19.4,37
-14.0378,130.8597,2019-10-21,359.1,260.5,99
-13.4485,135.5574,2019-12-08,338.9,23.2,57
-29.257,152.7994,2019-11-26,339.5,37.3,85
-33.3338,150.589,2019-12-05,322.5,10.8,40
-12.2419,142.4021,2019-11-14,334.4,12.7,81
-36.7322,146.5789,2020-01-12,316.9,52.0,94
-32.5761,150.3554,2019-12-05,338.5,21.8,79
-37.5855,149.2803,2020-01-12,319.0,170.5,97
-16.988,138.3204,2019-12-15,339.4,15.8,79
-30.4606,151.0546,2020-01-04,331.4,15.3,45
-14.8269,142.3462,2019-08-27,334.1,19.4,48
-37.6569,141.2922,2019-10-01,337.5,44.8,90
-33.3385,150.3563,2019-12-04,305.2,35.2,32
-36.3602,149.561,2020-01-04,335.5,24.7,83
-35.4473,150.2104,2019-11-29,318.7,11.6,36
-33.0663,150.3127,2019-11-14,323.7,23.8,42
-23.9424,150.9202,2019-10-27,333.6,15.6,69
-14.5275,131.6278,2019-08-11,313.9,12.4,88
-15.1352,130.4265,2019-08-01,323.1,17.9,47
-16.3758,124.0819,2019-09-27,329.7,53.3,100
-11.824,142.1,2019-12-10,333.6,23.0,81
-35.5313,148.9796,2020-01-30,308.1,20.8,74
-35.8422,148.7656,2020-01-04,444.1,621.4,100
-15.6748,144.1017,2019-11-12,327.6,34.0,100
-17.9391,145.5124,2019-09-14,340.5,35.4,88
-13.8835,130.6385,2019-06-29,304.6,7.3,55
-26.0355,150.484,2019-12-31,334.6,14.2,67
-35.9338,148.3859,2020-01-04,434.4,513.3,100
-14.9087,145.0991,2019-12-09,310.6,6.8,48
-16.9852,142.735,2019-08-30,320.2,49.0,58
-32.6399,150.5354,2019-12-14,307.7,18.4,53
-16.3749,123.9015,2019-09-28,308.5,9.6,46
-30.9742,151.1285,2019-11-18,366.6,283.6,100
-30.738,152.4762,2019-12-06,319.6,22.9,99
-32.7074,150.0712,2020-01-03,327.8,45.9,53
-13.1514,130.5492,2019-10-19,322.9,22.2,97
-29.1146,150.8144,2020-01-06,343.6,22.0,63
-25.4172,149.1895,2020-01-01,325.1,54.3,42
-20.2134,144.2845,2019-12-15,307.2,46.9,59
-14.4391,133.816,2019-08-27,347.0,59.6,100
-36.9729,148.219,2020-01-30,332.3,28.9,78
-19.584,144.0301,2019-09-09,336.0,55.2,38
-35.7659,137.1695,2020-01-06,324.7,53.0,72
-13.7449,133.8211,2019-06-22,309.6,9.2,50
-12.5694,132.8361,2019-06-12,323.5,32.7,77
-17.4703,122.2299,2019-11-26,446.0,690.0,100
-14.9079,141.8446,2019-10-06,335.7,21.3,80
-31.6834,152.1953,2019-11-09,334.8,35.3,100
-28.998,153.271,2019-09-07,313.5,15.9,67
-16.1627,136.5779,2019-09-11,327.5,29.6,58
-27.5207,152.2265,2020-03-21,321.1,8.5,51
-14.3016,131.1159,2019-10-16,316.2,12.7,81
-35.3996,150.1277,2019-12-04,316.3,70.7,72
-32.9438,150.3136,2019-12-05,315.8,20.9,39
-33.9817,150.0068,2019-11-30,302.5,8.2,44
-16.4003,123.9544,2019-09-24,340.8,33.8,82
-33.3148,150.8832,2019-11-19,321.8,13.4,63
-12.6403,136.319,2019-10-13,318.7,80.1,33
-14.7147,132.0491,2019-06-02,319.0,84.3,74
-30.9392,123.9298,2019-11-26,335.4,10.4,52
-37.0375,146.7934,2020-01-16,321.2,17.4,64
-34.2791,150.4854,2019-12-20,341.7,260.8,84
-30.8516,151.8419,2019-11-16,319.8,20.4,99
-37.5171,147.6458,2019-12-24,344.4,49.1,93
-36.0545,147.7504,2019-12-30,347.3,170.4,100
-16.6597,135.8051,2019-12-26,334.0,42.4,66
-27.0024,150.9884,2019-11-09,316.7,17.7,94
-14.3606,127.5318,2019-12-15,358.5,64.6,99
-29.328,153.1279,2019-11-22,365.9,652.5,100
-33.0276,150.6388,2019-11-15,336.7,29.3,85
-11.977,132.7624,2019-10-08,338.6,30.6,74
-41.5791,147.8158,2020-01-03,339.9,193.7,91
-18.1821,143.6801,2019-12-17,312.4,64.6,79
-35.5313,150.1521,2019-11-29,322.5,13.3,52
-32.7398,118.5546,2019-08-28,304.7,4.4,57
-34.3075,149.9265,2020-01-04,302.9,19.5,39
-15.4492,144.8775,2019-06-24,312.8,12.6,58
-37.5095,149.3157,2020-01-01,351.4,67.0,100
-13.4994,142.0397,2019-12-09,350.3,56.7,94
-13.2081,130.466,2019-10-19,347.8,61.1,90
-28.3433,148.3356,2020-01-17,319.7,12.5,34
-32.9285,150.391,2019-11-30,311.8,13.3,83
-31.3805,152.1884,2019-11-10,307.2,10.7,71
-11.8578,142.5498,2019-10-20,326.8,8.2,42
-33.2336,150.6471,2019-11-13,336.9,28.7,79
-14.5664,130.8979,2019-06-14,320.9,21.3,54
-12.3844,131.624,2019-12-03,305.9,5.5,36
