latitude,longitude,acq_date,brightness,frp,confidence
-12.4261,136.4017,2019-09-15,325.0,17.7,67
-32.9571,150.14,2019-12-27,325.9,53.5,39
-31.4987,151.2865,2019-12-29,330.6,109.4,100
-14.4841,130.5168,2019-07-02,327.0,16.2,56
-12.0481,133.9083,2019-10-14,343.5,68.0,53
-16.0286,143.9657,2019-12-15,337.3,71.8,80
-11.5584,142.5752,2019-12-06,315.2,45.5,88
-34.3658,118.192,2019-12-27,342.4,93.7,89
-42.5587,147.7342,2019-09-26,334.9,41.4,89
-12.9834,141.6968,2019-08-25,331.9,46.7,83
-12.4894,134.0658,2019-09-05,352.2,54.2,95
-33.3732,150.3191,2019-12-09,338.6,36.2,84
-11.6652,131.1824,2019-06-06,320.6,30.2,43
-31.351,152.4925,2019-11-08,325.8,27.3,100
-13.0945,134.9163,2019-07-13,321.1,11.1,55
-33.3608,150.3952,2019-12-05,430.5,481.6,100
-28.456,128.8909,2019-10-11,339.7,80.3,74
-14.5238,131.3218,2019-11-07,307.2,40.1,67
-16.6381,122.9016,2019-06-15,324.1,45.8,74
-15.1748,127.3697,2019-11-14,323.3,89.7,100
-27.9575,128.0186,2019-12-19,350.6,57.5,54
-30.7165,152.0796,2019-12-18,342.9,52.1,100
-32.9526,150.4249,2019-11-21,310.0,12.9,50
-12.4235,141.8609,2019-09-27,324.9,9.9,72
-33.9943,142.2296,2019-12-30,397.7,658.1,100
-28.2363,152.5001,2019-12-19,306.3,7.0,43
-27.6368,127.525,2019-10-05,313.7,17.4,75
-27.0919,132.5907,2019-12-11,343.0,16.7,81
-17.4502,144.7466,2019-12-20,334.9,23.7,80
-16.0543,128.6086,2019-12-15,325.1,19.4,100
-35.7676,148.9292,2020-02-03,359.0,82.1,99
-35.9821,149.5272,2020-01-02,330.3,32.8,73
-14.033,135.0588,2019-12-03,334.7,11.6,72
-35.6375,148.819,2020-02-03,337.0,33.0,81
-32.9173,150.5901,2019-12-18,323.6,20.4,100
-17.3963,128.4057,2020-03-18,329.9,45.2,69
-31.4246,151.8196,2019-12-10,309.1,8.5,69
-13.8468,134.7169,2019-06-15,321.8,19.3,45
-33.373,150.7032,2019-12-05,334.1,24.3,73
-15.7707,134.872,2019-12-27,346.0,41.5,88
-20.5573,127.0692,2019-12-28,380.7,278.5,100
-21.3334,147.852,2019-07-22,319.1,14.2,76
-16.7278,142.0802,2019-08-11,326.6,12.4,71
-12.3217,132.5892,2019-07-15,327.5,40.0,75
-34.1876,150.0998,2019-12-09,340.3,105.1,86
-37.9392,141.4555,2019-12-25,321.6,16.5,61
-31.2865,151.9537,2019-11-21,343.6,37.7,90
-29.7395,152.0182,2019-11-10,333.4,29.2,80
-14.5805,127.444,2019-07-17,338.0,41.2,88
-36.7576,149.5379,2020-02-01,321.8,24.0,42
-15.2178,131.3898,2019-10-02,339.0,145.9,100
-35.7769,137.3629,2020-01-12,340.5,46.6,90
-34.0351,150.2292,2019-12-03,320.7,11.2,34
-34.2957,142.2763,2019-06-22,300.4,3.9,36
-13.2279,130.2779,2019-11-17,367.3,231.8,100
-30.1569,150.8295,2019-12-07,313.2,21.6,75
-21.3332,139.8448,2019-12-26,384.8,214.6,100
-16.0905,141.6131,2019-12-02,309.4,11.4,52
-22.8576,150.2848,2019-12-16,327.7,19.9,35
-30.8479,151.9737,2019-11-13,318.2,37.3,47
-12.8008,130.519,2019-09-15,457.5,876.2,100
-36.5744,149.5663,2019-12-30,343.0,89.1,100
-13.6837,130.6228,2019-09-12,348.6,311.2,93
-14.3169,130.702,2019-08-03,322.8,10.8,37
-29.5793,124.8434,2019-12-21,349.8,40.5,93
-37.5413,148.5365,2020-01-04,309.4,24.6,55
-16.5765,124.7945,2019-10-03,353.0,55.4,95
-12.9939,130.349,2019-09-11,333.1,31.0,38
-13.2651,130.9967,2019-08-31,366.4,602.8,100
-15.6675,128.2284,2019-07-05,333.5,98.0,83
-15.0176,128.7176,2019-12-08,333.6,12.8,59
-14.4359,126.9038,2019-09-13,341.8,99.2,100
-17.9436,145.4873,2019-09-12,326.0,37.9,69
-12.657,135.4282,2019-10-12,334.9,14.5,73
-34.2631,150.487,2019-12-20,328.1,43.3,40
-31.3254,146.3329,2019-08-28,307.8,53.2,54
-16.1227,136.0129,2019-09-24,336.7,16.2,77
-30.9636,151.9283,2019-11-09,319.6,14.6,45
-15.2419,144.7263,2019-08-27,323.8,19.1,58
-27.2318,150.7101,2019-08-03,306.2,8.6,46
-31.6982,152.1323,2019-11-16,324.4,23.7,55
-15.5889,125.0674,2019-11-21,334.9,15.3,31
-37.0948,149.5695,2020-01-04,325.3,81.0,92
-32.6356,122.0885,2020-01-07,383.6,149.3,100
-35.2834,150.0757,2019-12-20,367.8,174.9,100
-14.7196,127.9914,2020-03-29,319.7,19.3,99
-26.6692,152.4147,2019-11-07,334.4,27.7,68
-24.8927,149.9056,2019-12-04,354.8,80.1,100
-15.6849,124.6413,2019-12-10,344.5,130.5,89
-15.7358,134.8079,2019-12-26,333.7,33.4,44
-23.3014,145.4322,2019-06-05,302.4,12.3,49
-29.434,152.1483,2020-01-03,358.4,151.4,99
-15.4827,134.5151,2019-10-01,364.4,85.8,100
-30.8974,151.8655,2019-11-14,363.8,108.5,100
-31.2443,152.5591,2019-11-09,333.8,43.4,60
-13.1701,134.5422,2019-10-23,306.8,5.5,35
-37.4583,149.8217,2020-01-13,324.8,25.0,100
-11.0887,142.4739,2019-09-05,331.6,20.3,72
-15.4593,131.0468,2019-08-12,338.9,27.2,85
-34.9131,138.8749,2019-12-20,360.7,71.5,100
-29.4995,152.4349,2019-12-03,333.3,36.1,58
-19.6477,127.8023,2019-08-21,315.2,17.4,55
-15.4802,144.459,2019-12-19,324.8,96.3,44
-14.8846,133.0669,2019-10-21,353.9,123.2,95
-33.3982,151.1012,2019-12-05,338.2,32.6,87
-36.675,146.5721,2020-01-09,337.2,35.9,87
-14.6223,131.4333,2019-08-14,329.7,14.4,67
-11.668,133.033,2019-07-24,347.5,72.0,94
-35.4975,148.9398,2020-02-03,443.0,638.0,100
-27.104,129.2854,2019-10-24,309.3,11.6,77
-19.3343,146.8749,2019-09-09,323.5,8.4,69
-29.2678,152.7388,2019-11-25,326.5,16.8,31
-34.5706,117.5888,2020-03-18,303.3,54.9,54
-31.3803,151.3019,2019-12-14,318.2,47.7,96
-29.2525,153.3342,2019-11-26,369.8,117.3,100
-12.4925,132.7424,2019-09-12,307.2,13.0,71
-35.9862,141.8115,2020-03-16,328.1,27.5,75
-37.3718,147.5896,2019-12-20,322.4,51.4,100
-12.601,133.0108,2019-10-09,308.7,7.0,75
-29.3491,152.8217,2019-08-10,310.1,45.2,79
-11.5815,132.8446,2019-10-14,368.9,318.5,100
-25.7554,152.0414,2019-12-03,334.7,37.5,74
-35.0643,150.3779,2019-12-21,375.0,124.0,100
-30.1772,150.8566,2019-12-06,327.5,52.5,100
-16.1174,143.3881,2019-12-14,333.3,23.6,69
-13.4715,131.25,2019-06-02,315.7,6.0,54
-31.8684,121.5016,2020-01-06,327.4,30.0,100
-31.2063,123.8449,2019-11-17,343.2,29.6,84
-15.8367,125.4705,2019-10-28,306.4,4.7,68
-14.0854,130.9062,2019-10-21,333.7,10.7,51
-32.5387,119.845,2019-12-05,337.8,37.8,60
-24.3855,128.7888,2019-09-04,349.4,40.9,92
-33.1495,150.2509,2019-11-22,334.6,23.9,80
-26.2984,146.58,2019-11-12,359.0,93.2,99
-12.3509,141.7291,2019-09-23,339.3,34.1,88
-37.8344,142.0941,2019-06-27,313.9,15.0,74
-31.9131,121.4117,2020-01-08,344.4,87.5,67
-14.0563,126.7924,2019-07-11,338.7,31.4,87
-11.702,133.1124,2019-07-18,337.4,78.3,63
-28.781,148.1705,2019-08-19,315.0,23.5,41
-30.4805,152.5812,2019-12-06,352.3,95.9,100
-12.5219,132.5087,2019-06-23,317.1,23.1,58
-22.4372,150.3214,2019-06-06,302.1,6.2,35
-25.0025,149.1775,2019-12-15,323.2,18.9,89
-40.9944,144.8516,2020-03-27,389.7,223.4,100
-17.5028,145.2508,2019-08-20,325.3,21.1,75
-33.2237,150.9452,2019-12-28,309.4,34.6,77
-33.8684,142.6946,2020-02-06,356.7,61.5,98
-33.086,150.8581,2019-12-03,319.6,18.0,99
-12.3678,132.9805,2019-08-30,330.6,16.6,66
-21.6734,134.5606,2019-09-18,331.9,54.9,68
-35.7465,148.5453,2020-01-13,327.4,16.8,66
-12.1538,134.2588,2019-10-24,344.4,55.2,87
-15.86,144.6381,2019-10-09,343.6,31.4,85
-25.7827,151.0259,2019-12-18,346.8,87.0,91
-32.5721,150.5922,2020-01-04,345.8,43.6,87
-17.2345,142.5525,2019-12-07,309.8,4.3,66
-15.408,126.8767,2019-10-03,360.0,58.4,99
-25.2004,147.2839,2019-12-17,340.7,23.7,57
-34.0984,150.1068,2019-12-19,316.8,14.1,47
-16.6443,124.7877,2019-10-01,334.4,67.7,31
-37.4024,147.5351,2019-12-31,311.4,16.1,82
-12.0336,134.1711,2019-07-01,313.0,7.9,35
-14.056,132.5198,2019-06-06,316.8,14.5,69
-30.884,151.0861,2019-08-06,323.6,19.8,80
-34.0047,149.9707,2019-12-09,338.2,94.1,84
-30.7464,152.3137,2019-11-09,314.9,14.6,69
-33.1364,151.0085,2019-12-08,332.0,23.3,48
-30.2452,121.0924,2019-11-19,358.6,115.7,49
-30.7611,123.3222,2019-12-31,324.0,117.1,100
-28.5747,152.3051,2019-12-19,360.2,156.6,100
-26.5333,150.6812,2020-01-02,369.9,332.8,100
-20.7531,142.3402,2020-03-08,322.6,48.7,34
-29.1431,152.3976,2019-09-11,315.2,12.2,47
-27.3741,150.8879,2019-12-16,417.8,466.6,100
-11.772,130.0863,2019-06-20,305.1,12.6,63
-32.3193,120.1921,2019-12-11,344.9,37.9,90
-11.6721,130.8668,2019-07-04,341.8,37.9,90
-31.5441,151.6656,2019-12-19,336.8,35.1,78
-12.3247,134.5982,2019-09-24,320.4,43.5,59
-15.52,141.8569,2019-06-17,332.9,20.3,57
-12.047,132.9283,2019-06-20,356.9,68.1,98
-32.9383,116.4778,2019-09-16,309.3,22.6,45
-16.7015,141.2761,2019-12-08,338.5,21.4,77
-26.8546,149.8856,2020-02-17,339.8,28.7,87
-27.317,152.0719,2019-11-13,331.9,60.9,97
-29.9381,152.1607,2019-12-05,332.1,17.6,50
-14.8044,127.2591,2019-11-10,334.8,99.9,78
-14.1708,126.555,2019-09-27,347.7,39.3,69
-29.641,152.3205,2019-11-09,367.0,106.8,100
-28.9292,152.2658,2019-09-13,312.5,16.6,85
-11.7107,131.0372,2019-07-28,305.3,10.5,55
-12.7256,136.0973,2019-10-21,347.2,44.5,90
-16.0163,136.6174,2019-09-24,331.4,11.8,50
-26.4937,151.7605,2020-03-28,329.0,20.9,82
-15.0952,141.8272,2019-07-17,324.1,15.1,65
-35.818,137.1447,2020-01-09,347.4,89.5,90
-34.8655,150.12,2020-01-03,336.7,26.4,77
-14.2642,132.8563,2019-09-03,323.0,7.7,46
-13.7621,134.697,2019-07-22,324.3,8.4,35
-30.3055,120.5866,2019-11-18,384.5,237.8,100
-41.5749,147.888,2019-12-31,365.6,116.3,96
-20.8023,146.5141,2019-07-14,307.0,4.5,49
-16.1958,142.1783,2019-12-05,311.8,7.5,77
-12.1962,132.5107,2019-06-01,302.8,4.2,51
-28.1442,152.4235,2019-10-08,343.1,49.0,100
-15.6458,137.0039,2019-09-17,366.0,92.1,94
-36.5972,148.2033,2020-01-02,316.1,14.8,64
-12.0397,133.8113,2019-11-02,343.4,36.0,88
-26.7556,130.5465,2019-10-24,349.4,100.8,100
-19.5539,147.225,2019-09-09,332.9,23.9,82
-25.4327,130.3118,2019-11-02,364.2,129.4,100
-13.6132,129.9446,2019-06-10,309.1,20.6,77
-15.7373,143.1436,2019-07-26,348.5,63.0,94
-24.9019,149.4402,2019-12-27,320.9,15.9,50
-35.3372,149.5467,2019-12-06,338.1,112.3,86
-16.1336,124.9684,2019-11-11,342.0,21.4,83
-15.5058,144.0235,2019-11-12,326.3,20.3,51
-15.0975,130.0577,2019-07-25,328.3,24.3,74
-33.1693,150.3792,2019-11-13,379.8,156.0,100
-13.5677,130.6202,2019-10-05,346.4,172.5,91
-33.1776,123.3849,2019-12-21,331.9,12.8,65
-16.779,123.0083,2019-06-16,306.5,8.6,63
-15.7406,124.7158,2019-11-17,353.0,143.4,82
-35.9092,149.5623,2020-02-01,334.1,53.2,100
-29.1889,151.434,2019-11-11,312.2,13.8,76
-29.7876,152.3623,2019-10-07,317.8,15.5,96
-16.0399,125.4026,2019-11-07,339.0,17.1,60
-33.2923,150.6402,2019-11-15,376.1,266.9,100
-37.1763,149.6348,2020-01-13,378.4,138.3,100
-29.118,152.541,2019-10-09,319.3,17.9,45
-31.2185,121.1058,2019-12-30,324.2,80.9,50
-15.9791,136.1321,2019-07-03,318.0,12.7,63
-35.8903,149.0535,2020-02-03,343.5,41.8,85
-24.6255,146.6721,2020-01-02,364.0,118.8,100
-12.4091,135.126,2019-07-17,332.0,28.7,83
-23.3109,145.4308,2019-06-10,332.6,24.9,86
-34.3627,150.3243,2020-01-03,356.3,247.7,97
-35.7826,136.6324,2020-01-07,379.4,204.5,100
-31.3739,151.7374,2019-12-29,346.0,91.0,90
-37.4226,149.3496,2020-01-04,327.2,75.2,100
-15.5087,143.8428,2019-11-08,334.0,17.3,64
-15.6419,125.568,2019-11-14,354.9,270.5,96
-14.3355,130.6506,2019-07-27,328.6,12.7,72
-29.8953,152.0332,2019-12-04,326.8,47.5,61
-14.5703,131.2743,2019-10-21,352.6,44.6,94
-12.684,131.6319,2019-11-29,332.3,20.3,79
-21.0336,117.6831,2020-01-02,337.8,19.0,82
-12.5162,135.3358,2019-06-27,316.0,11.7,57
-29.7117,118.604,2019-11-24,360.1,76.8,97
-28.1936,148.914,2019-12-05,340.8,17.2,81
-12.669,131.2847,2019-09-11,330.7,26.0,54
-29.6443,152.2231,2019-11-15,323.1,24.2,100
-29.941,152.7723,2019-11-08,347.7,295.3,100
-29.341,151.7306,2019-11-12,328.7,10.1,43
-35.8301,149.8322,2020-01-30,309.2,14.2,48
-33.1073,150.5707,2019-11-12,338.6,26.4,87
-16.9982,125.1452,2019-09-11,349.2,48.4,92
-35.9579,149.3554,2020-01-04,353.1,45.3,96
-37.2018,141.5216,2019-07-29,301.5,7.1,47
-12.5376,132.8572,2019-08-27,307.8,7.1,59
-18.3459,143.9917,2019-12-18,324.9,79.0,45
-37.3272,148.3242,2019-11-22,318.5,16.1,77
-15.6911,127.14,2019-12-15,355.2,445.3,97
-33.3021,150.9214,2019-11-22,355.4,59.8,97
-13.347,135.0083,2019-07-24,314.3,13.4,40
-16.497,124.0203,2019-09-22,328.2,23.8,100
-11.3912,130.8635,2019-08-12,323.4,12.7,43
-35.3469,149.6982,2019-12-06,336.1,107.3,68
-32.7002,150.2141,2019-12-27,360.8,185.8,100
-22.4754,129.2559,2019-07-19,337.2,36.3,88
-31.4245,152.0435,2019-12-06,319.9,26.1,97
-37.2954,149.0829,2020-01-24,330.2,50.2,64
-13.9365,135.588,2019-12-26,350.9,53.8,93
-15.5775,125.6039,2019-11-11,308.6,5.3,41
-27.5873,149.0494,2019-07-29,319.8,97.8,76
-15.8156,131.1702,2019-10-13,334.4,176.4,77
-12.2194,142.3491,2019-11-13,331.9,36.0,42
-31.4214,151.7991,2019-12-30,317.2,26.1,95
-29.1978,151.5093,2019-11-07,348.3,78.4,92
-19.7793,146.4038,2019-06-26,336.6,31.8,89
-32.1981,119.5638,2020-02-08,357.8,631.8,100
-13.8635,131.6608,2019-07-11,325.5,13.7,61
-29.6448,152.1114,2019-11-09,365.7,103.3,100
-14.089,132.0028,2019-06-24,319.0,8.5,59
-36.7766,149.3588,2020-01-31,334.6,43.6,100
-32.5787,150.2486,2019-12-28,322.0,23.6,100
-15.3871,126.9851,2019-11-10,307.7,45.4,72
-13.7572,129.8833,2019-06-02,319.5,11.1,44
-29.1269,152.274,2019-12-09,354.7,71.0,96
-27.387,150.8647,2019-12-16,374.4,132.3,100
-12.1174,134.3466,2019-10-28,327.0,7.9,47
-12.514,134.048,2019-09-07,308.5,8.0,74
-16.4558,123.8279,2019-11-19,339.4,18.7,69
-36.0186,149.8754,2019-12-30,353.1,129.5,100
-16.6651,137.9304,2020-01-02,338.0,20.9,78
-24.372,129.2324,2019-12-24,339.5,125.6,65
-29.7361,152.0183,2019-11-11,321.4,26.0,100
-37.1144,148.0835,2020-01-04,504.6,1737.9,100
-37.4527,149.2115,2020-01-04,342.9,140.0,100
-33.4081,117.1962,2019-06-03,311.6,20.5,67
-36.9819,146.5851,2020-01-18,324.4,15.6,50
-29.206,152.2979,2019-12-04,312.4,10.5,67
-14.8171,130.7335,2019-08-16,310.9,12.8,81
-15.0843,125.8536,2019-12-01,305.5,18.1,32
-14.5737,130.5768,2019-07-15,320.9,20.4,37
-37.3812,148.1487,2020-01-14,309.5,22.8,78
-13.003,141.8377,2019-09-05,342.1,32.3,89
-15.1374,132.3605,2019-12-24,347.7,39.1,90
-35.159,150.4621,2020-01-02,340.8,65.2,89
-14.8978,132.0538,2019-12-27,345.2,36.4,60
-33.7721,150.211,2019-12-28,361.5,75.3,100
-25.7038,153.0424,2019-12-06,319.0,16.5,98
-15.736,145.1885,2019-09-22,311.8,69.8,32
-33.3509,150.4932,2019-12-03,329.7,31.6,100
-13.2715,133.1184,2019-06-27,320.9,11.5,65
-37.0034,146.897,2020-01-04,369.6,112.5,100
-13.1296,135.7223,2019-11-28,332.0,22.1,75
-13.2846,130.7067,2019-09-06,372.0,109.0,100
-32.8789,150.691,2019-12-03,358.7,89.1,99
-36.5906,149.6153,2019-12-30,322.2,20.4,100
-33.8855,150.1683,2019-12-15,326.1,140.8,33
-31.914,121.5524,2020-01-03,320.4,75.5,52
-12.1339,132.8157,2019-09-14,362.4,611.8,87
-11.2484,132.2296,2019-07-04,323.4,14.4,56
-28.3441,152.5833,2019-11-14,357.2,71.8,98
-12.4669,136.45,2019-10-19,353.7,53.7,95
-37.4653,148.0265,2019-12-18,324.8,25.5,74
-13.1804,141.7231,2019-11-15,336.5,25.8,77
-32.1403,121.6643,2019-12-19,324.3,43.7,100
-22.671,150.6664,2019-09-09,366.3,94.6,100
-28.5456,149.8401,2019-08-19,311.2,13.8,67
-29.9925,150.94,2019-12-16,413.1,463.4,100
-11.8302,133.4695,2019-07-06,315.0,30.3,65
-28.6332,128.4989,2019-12-28,349.3,63.5,88
-35.9201,149.3581,2020-01-04,340.8,27.8,87
-29.1182,150.8073,2020-01-05,313.4,9.2,86
-17.9007,122.3632,2019-06-09,322.7,48.7,69
-31.66,132.9795,2019-12-30,389.7,372.1,100
-12.3415,132.205,2019-07-14,322.7,40.0,76
-27.3984,139.9935,2019-12-21,316.7,12.5,92
-14.29,126.6778,2019-07-15,316.0,6.5,51
-37.6569,148.0496,2020-01-03,337.9,46.9,86
-28.4128,151.4331,2020-03-22,328.4,16.0,79
-36.7258,146.6965,2020-01-16,409.9,439.0,94
-32.1701,121.4978,2019-12-20,339.2,10.5,50
-37.0701,147.0729,2020-01-01,322.3,24.7,100
-12.4007,130.9817,2019-07-11,366.2,108.1,100
-11.6459,142.4829,2019-11-14,323.7,10.0,35
-35.2534,150.007,2019-12-30,430.7,596.7,100
-32.8279,124.1013,2020-01-02,350.9,68.1,93
-34.1248,150.3159,2019-12-05,433.4,518.7,87
-12.586,131.5992,2019-07-17,318.9,8.6,68
-22.2388,117.2225,2019-12-17,349.4,28.1,86
-33.0718,150.2815,2019-11-18,327.5,40.8,38
-12.1643,134.4901,2019-06-22,318.3,11.0,47
-30.8134,123.3322,2020-01-02,392.3,295.3,100
-36.9392,148.1561,2020-01-31,310.2,19.2,79
-12.8546,134.9883,2019-06-29,325.1,13.4,75
-32.043,119.2949,2020-02-10,332.0,62.7,83
-31.0248,151.9111,2019-11-14,352.5,62.7,88
-15.965,125.3382,2019-11-02,343.4,32.8,85
-29.3769,151.6773,2019-11-16,354.2,127.1,96
-27.9413,128.4785,2019-12-30,353.4,41.9,95
-11.7957,130.9515,2019-10-07,328.6,13.8,33
-14.7323,126.3769,2019-11-23,349.4,37.3,92
-14.9384,127.0635,2019-10-30,312.1,20.9,57
-14.441,133.1704,2019-08-11,322.9,11.3,70
-24.8712,127.0918,2019-12-22,317.9,16.7,96
-13.0045,142.9964,2019-09-16,314.9,12.3,58
-12.8279,132.7372,2019-09-08,339.0,23.9,81
-34.4143,118.0822,2019-12-30,305.0,63.0,33
-27.8925,152.3236,2019-10-08,324.4,21.0,99
-30.5591,150.959,2019-12-28,339.8,23.7,79
-15.6926,124.4207,2019-12-09,328.1,17.8,34
-23.3143,118.9176,2019-12-01,359.9,58.7,99
-29.8801,152.4598,2019-11-08,315.7,9.4,37
-12.2413,134.9304,2019-08-30,336.3,26.8,76
-26.6931,130.6914,2019-10-24,304.5,9.3,60
-31.0799,152.095,2019-11-08,365.8,213.8,100
-32.7206,150.6228,2019-12-08,343.2,120.0,88
-14.8573,143.2755,2019-06-25,310.7,5.6,55
-32.1853,121.3843,2019-12-22,370.4,102.5,100
-11.623,131.0003,2019-07-06,320.4,12.6,70
-37.679,148.7896,2020-01-31,338.6,46.1,85
-34.0261,150.0446,2019-11-29,426.3,748.0,100
-12.2817,134.172,2019-08-13,310.5,9.7,80
-14.1228,126.8755,2019-11-30,339.4,16.6,81
-16.94,142.8754,2019-09-09,349.8,75.3,94
-16.7422,122.8872,2019-07-18,369.0,239.8,100
-16.4133,137.7252,2019-12-26,333.7,22.0,65
-31.0825,151.956,2019-11-15,357.9,67.5,98
-12.0463,133.8122,2019-11-03,373.1,220.5,100
-17.5375,142.8525,2019-12-13,331.6,52.4,59
-12.3916,132.9691,2019-10-03,305.6,11.3,63
-28.4473,129.449,2019-12-30,339.8,16.0,75
-31.4205,152.0889,2020-01-03,314.3,11.0,73
-31.3548,152.0392,2020-01-01,328.8,24.9,64
-31.367,123.7016,2019-11-10,395.5,814.1,100
-32.6222,121.986,2020-01-06,371.7,158.2,100
-13.8337,135.8047,2019-12-15,342.0,26.2,81
-15.4519,130.3814,2019-07-31,370.1,246.6,100
-21.2949,123.5119,2019-11-25,341.2,24.1,88
-31.6837,147.987,2019-08-06,311.5,4.0,54
-30.0445,151.9312,2019-12-07,314.1,42.1,88
-37.4486,149.428,2020-01-04,409.5,303.7,100
-20.3807,118.8282,2020-03-21,330.4,10.9,59
-37.0901,147.3145,2020-01-03,377.4,298.8,100
-31.325,149.6713,2019-06-28,350.2,62.3,96
-35.466,150.2412,2019-12-03,409.2,324.3,100
-15.4597,135.6342,2019-09-05,330.9,18.9,61
-11.8225,133.3912,2019-12-19,317.6,9.3,35
-29.5227,152.0065,2019-12-19,339.8,53.2,78
-32.7945,124.1671,2020-01-02,480.2,1799.3,100
-29.3385,151.6584,2019-11-10,364.3,115.2,100
-14.5219,143.8643,2019-09-02,316.3,46.2,93
-11.5553,142.3393,2019-10-11,324.8,11.3,40
-16.1952,142.1841,2019-12-05,318.0,14.7,96
-31.3122,152.5865,2019-08-09,323.2,48.0,100
-35.7283,136.7794,2019-12-31,330.8,34.8,100
-11.5842,130.7465,2019-09-10,301.1,10.6,37
-24.7371,151.7573,2019-07-17,311.1,9.1,70
-30.4547,148.7631,2019-09-02,322.9,22.6,65
-37.3408,148.7924,2019-12-30,312.9,16.5,59
-16.096,142.3672,2019-12-20,308.3,18.0,50
-37.0449,147.2206,2020-01-04,443.8,667.9,100
-36.7769,149.4704,2020-01-31,338.5,46.4,84
-16.7458,142.101,2019-08-15,319.7,11.3,62
-14.1766,130.4971,2019-07-15,325.5,75.2,100
-15.6672,130.9856,2019-10-05,331.9,11.2,51
-37.7381,149.0415,2020-01-13,337.1,47.3,100
-35.3393,147.8486,2019-12-30,314.8,9.4,32
-31.5622,116.842,2019-06-04,309.4,6.5,60
-21.5417,122.2999,2019-12-19,372.9,98.1,100
-29.3144,152.4347,2019-10-27,327.1,16.6,65
-36.0428,147.619,2019-12-30,375.4,143.1,100
-28.4763,125.2091,2019-11-24,349.2,71.0,92
-31.4735,115.6045,2019-12-12,340.1,308.4,100
-17.7927,143.2959,2019-12-22,309.2,30.5,52
-29.9757,152.6086,2019-11-08,347.7,56.6,100
-13.085,143.2328,2019-12-06,337.5,140.1,86
-25.4339,152.7382,2019-07-23,325.3,23.6,81
-31.2887,148.1818,2019-06-17,327.0,26.2,84
-30.5199,150.8706,2019-12-28,311.4,49.7,82
-27.029,125.9228,2019-12-14,303.7,14.7,56
-14.1407,131.621,2019-07-27,328.9,15.7,53
-17.1152,143.2848,2019-09-22,305.1,8.8,43
-16.1674,126.0887,2019-08-07,341.2,34.0,87
-34.6531,150.3954,2020-01-04,338.7,42.2,100
-12.5679,132.2231,2019-10-18,321.3,70.8,74
-11.66,133.1001,2019-07-19,348.0,51.3,94
-15.7728,127.8797,2020-03-21,345.7,35.5,84
-32.7861,150.1923,2019-12-18,357.2,110.4,98
-37.1538,148.4085,2020-01-04,472.1,1039.6,100
-12.6125,133.973,2019-07-26,322.7,28.3,72
-17.1644,125.2456,2019-09-05,324.7,43.4,67
-15.5563,130.6462,2019-08-06,304.2,6.4,32
-15.13,130.2043,2019-07-24,304.0,6.2,49
-28.6977,149.1552,2020-03-22,301.6,4.9,42
-17.6911,144.7112,2020-01-14,330.7,35.1,81
-32.6325,119.9265,2020-02-09,326.9,67.3,61
-15.7984,134.3175,2019-10-20,331.0,50.6,38
-29.1002,128.2505,2019-12-29,368.7,437.1,100
-19.2452,124.1638,2019-12-10,316.3,94.0,92
-34.7814,150.2706,2020-01-03,315.4,12.4,91
-16.9714,145.291,2019-08-26,329.7,60.8,80
-34.3594,150.3398,2020-01-03,355.7,83.7,97
-15.9877,128.9293,2019-10-17,361.7,108.8,100
-24.1382,127.2721,2019-12-27,343.9,35.6,85
-16.7525,142.143,2019-08-13,327.3,16.1,71
-14.5036,126.6867,2019-09-04,304.3,16.6,60
-16.8354,142.2814,2019-08-21,326.3,24.9,77
-15.3783,126.8624,2019-10-03,355.5,52.0,96
-18.2979,143.6161,2019-12-20,317.3,12.0,92
-29.6553,152.1028,2019-11-09,342.9,49.2,85
-37.2869,149.1795,2020-01-04,328.5,28.8,100
-15.7072,136.6656,2019-06-20,331.3,27.0,81
-14.4166,129.8035,2019-06-27,324.2,12.0,72
-14.0819,129.775,2019-08-12,325.1,13.0,50
-29.7623,152.6109,2019-11-15,318.8,19.1,59
-12.5202,135.2643,2019-06-29,328.9,19.4,80
-14.548,143.4119,2019-07-18,312.6,6.7,60
-13.8741,132.879,2019-09-29,346.3,53.6,89
-16.6624,144.9406,2019-11-10,343.9,28.1,86
-31.7268,152.0764,2019-11-19,343.7,33.6,89
-33.1064,150.4197,2019-11-01,328.0,20.1,76
-21.6845,133.8276,2019-12-22,337.0,77.1,67
-28.98,152.3561,2019-09-06,333.4,30.2,100
-21.6396,127.1821,2019-12-28,335.9,45.4,77
-13.1581,136.0284,2020-01-16,315.5,24.4,31
-15.657,143.5211,2019-12-26,358.7,73.5,99
-27.3266,148.054,2019-08-12,303.1,13.4,44
-37.3569,149.6059,2020-01-04,447.0,663.8,100
-35.5513,149.9401,2019-12-28,347.9,43.7,94
-37.1626,149.9651,2020-01-12,350.2,361.4,63
-14.6849,130.8089,2019-08-16,313.4,43.7,87
-25.6768,153.0268,2019-12-06,334.7,37.9,100
-14.4083,127.5156,2019-12-11,324.4,31.3,100
-13.2048,130.2748,2019-11-17,381.7,342.9,100
-29.297,151.5828,2019-11-08,423.8,1027.7,100
-16.9407,142.504,2019-08-29,333.1,19.9,67
-11.809,142.2449,2019-09-27,309.4,7.7,77
-31.5825,151.7057,2019-12-04,319.7,34.1,47
